date,hour,target1,target2
2018-05-11,3,14.4539,15.7677
2018-05-11,4,13.7414,15.9393
2018-05-11,5,13.8605,16.1903
2018-05-11,6,15.7186,16.1671
2018-05-11,7,16.128,15.8843
2018-05-11,8,18.5064,16.2998
2018-05-11,9,22.3002,22.007
2018-05-11,10,22.8848,32.6606
2018-05-11,11,24.6642,71.4606
2018-05-11,12,27.9317,22.2261
2018-05-11,13,31.8904,36.4766
2018-05-11,14,37.8016,39.1564
2018-05-11,15,40.0348,58.8604
2018-05-11,16,42.2592,41.9601
2018-05-11,17,42.5583,32.3975
2018-05-11,18,43.1008,23.1142
2018-05-11,19,35.9105,44.0743
2018-05-11,20,32.2222,22.2419
2018-05-11,21,30.0142,23.8505
2018-05-11,22,26.9799,25.877
2018-05-11,23,20.5997,56.0606
2018-05-11,24,17.6921,19.8335
2018-05-12,1,14.5133,19.5333
2018-05-12,2,14.9287,12.3217
2018-05-12,3,13.1408,15.3961
2018-05-12,4,13.2424,14.578
2018-05-12,5,15.2834,15.5617
2018-05-12,6,17.478,16.8415
2018-05-12,7,19.6609,18.7092
2018-05-12,8,21.7394,24.5328
2018-05-12,9,27.5225,87.412
2018-05-12,10,31.5131,44.2654
2018-05-12,11,35.611,52.6914
2018-05-12,12,35.8514,35.0089
2018-05-12,13,42.1911,53.6189
2018-05-12,14,48.9325,41.9205
2018-05-12,15,50.7713,52.4971
2018-05-12,16,52.2115,148.6734
2018-05-12,17,50.4004,35.8631
2018-05-12,18,45.6694,35.0608
2018-05-12,19,38.0275,31.9374
2018-05-12,20,33.4187,25.6977
2018-05-12,21,36.1636,24.3082
2018-05-12,22,33.5581,19.7169
2018-05-12,23,26.6743,19.0938
2018-05-12,24,22.8801,21.9952
2018-05-13,1,22.937,21.2487
2018-05-13,2,21.0022,19.0083
2018-05-13,3,20.4642,12.5189
2018-05-13,4,20.1439,17.8199
2018-05-13,5,20.4199,17.9041
2018-05-13,6,22.9426,18.412
2018-05-13,7,25.9975,20.5932
2018-05-13,8,28.5601,20.3444
2018-05-13,9,29.7548,20.5349
2018-05-13,10,33.1931,20.7734
2018-05-13,11,35.4017,22.0092
2018-05-13,12,37.2669,21.8685
2018-05-13,13,42.9352,22.4264
2018-05-13,14,49.7954,29.4172
2018-05-13,15,55.1415,29.8254
2018-05-13,16,54.8486,32.712
2018-05-13,17,57.1538,38.5075
2018-05-13,18,51.1673,34.3757
2018-05-13,19,41.7188,33.2344
2018-05-13,20,36.274,28.9466
2018-05-13,21,36.1024,27.3
2018-05-13,22,35.063,25.9532
2018-05-13,23,29.4926,21.8741
2018-05-13,24,25.6903,20.306
2018-05-14,1,19.8495,17.5455
2018-05-14,2,18.9824,17.9809
2018-05-14,3,18.6344,16.7804
2018-05-14,4,18.8914,17.7094
2018-05-14,5,19.2507,17.132
2018-05-14,6,21.5982,19.1715
2018-05-14,7,23.5469,22.639
2018-05-14,8,27.0343,23.9078
2018-05-14,9,29.7282,23.433
2018-05-14,10,32.2547,23.7485
2018-05-14,11,36.8608,27.2806
2018-05-14,12,40.1004,27.8585
2018-05-14,13,44.9058,27.6403
2018-05-14,14,49.8478,29.2985
2018-05-14,15,57.3473,31.3235
2018-05-14,16,60.8293,35.6454
2018-05-14,17,65.515,35.9806
2018-05-14,18,57.859,34.838
2018-05-14,19,47.3428,41.5145
2018-05-14,20,38.8984,31.1266
2018-05-14,21,37.2632,24.7447
2018-05-14,22,32.7112,19.2897
2018-05-14,23,24.3254,17.1915
2018-05-14,24,20.5342,8.3337
2018-05-15,1,18.0315,6.9076
2018-05-15,2,16.2598,9.5179
2018-05-15,3,16.3557,10.5918
2018-05-15,4,16.6551,13.5109
2018-05-15,5,17.5672,14.3743
2018-05-15,6,19.0224,17.0322
2018-05-15,7,21.2487,16.4394
2018-05-15,8,23.2006,19.2329
2018-05-15,9,25.2123,20.4138
2018-05-15,10,26.0588,20.1914
2018-05-15,11,28.8163,19.4039
2018-05-15,12,32.5423,20.5713
2018-05-15,13,35.9059,23.7437
2018-05-15,14,39.2974,24.5767
2018-05-15,15,42.9072,26.205
2018-05-15,16,43.3333,24.5141
2018-05-15,17,42.684,24.628
2018-05-15,18,39.5494,22.2364
2018-05-15,19,32.788,23.4887
2018-05-15,20,28.8614,27.6121
2018-05-15,21,27.8648,19.9475
2018-05-15,22,23.7678,16.9155
2018-05-15,23,17.1549,11.6274
2018-05-15,24,12.7019,1.4754
2018-05-24,1,18.3962,15.7858
2018-05-24,2,16.949,15.2127
2018-05-24,3,16.4149,13.2596
2018-05-24,4,16.4847,13.2116
2018-05-24,5,16.5178,13.8864
2018-05-24,6,17.378,15.8828
2018-05-24,7,18.3945,13.913
2018-05-24,8,21.5114,19.4707
2018-05-24,9,25.8951,24.6835
2018-05-24,10,29.7094,27.5696
2018-05-24,11,34.1087,29.2518
2018-05-24,12,40.4304,31.6932
2018-05-24,13,46.6225,33.0741
2018-05-24,14,53.647,33.2326
2018-05-24,15,59.814,35.419
2018-05-24,16,63.4917,42.6619
2018-05-24,17,58.4622,59.4629
2018-05-24,18,53.2918,63.7351
2018-05-24,19,44.9144,49.3846
2018-05-24,20,36.9115,114.0307
2018-05-24,21,31.709,26.9386
2018-05-24,22,24.3118,23.9787
2018-05-24,23,22.6322,18.3983
2018-05-24,24,16.4211,3.2483
2018-05-25,1,15.4057,9.3742
2018-05-25,2,15.0692,5.8958
2018-05-25,3,14.1575,11.3613
2018-05-25,4,14.166,4.8006
2018-05-25,5,14.2794,-1.3684
2018-05-25,6,14.8066,-0.0777
2018-05-25,7,16.5099,7.6701
2018-05-25,8,20.1154,16.9141
2018-05-25,9,22.5547,20.5333
2018-05-25,10,26.0316,20.2008
2018-05-25,11,28.8828,19.9359
2018-05-25,12,33.1302,20.3873
2018-05-25,13,36.9988,26.6344
2018-05-25,14,39.096,26.3006
2018-05-25,15,44.0317,26.6506
2018-05-25,16,48.1217,27.7552
2018-05-25,17,45.4535,27.151
2018-05-25,18,42.7674,24.2131
2018-05-25,19,36.8333,23.6378
2018-05-25,20,32.4213,24.5345
2018-05-25,21,31.191,21.0254
2018-05-25,22,30.6549,18.8046
2018-05-25,23,21.7574,17.0241
2018-05-25,24,16.453,15.1565
2018-05-26,1,15.5641,9.7348
2018-05-26,2,14.4927,11.2229
2018-05-26,3,14.2471,12.5581
2018-05-26,4,13.4555,12.6198
2018-05-26,5,14.8374,13.0544
2018-05-26,6,15.4079,13.4605
2018-05-26,7,16.5363,13.9165
2018-05-26,8,19.3963,18.6939
2018-05-26,9,22.6899,19.8947
2018-05-26,10,23.5703,22.1052
2018-05-26,11,26.2924,22.2621
2018-05-26,12,30.2185,34.2204
2018-05-26,13,32.329,25.7182
2018-05-26,14,35.5063,25.8015
2018-05-26,15,39.3555,27.5009
2018-05-26,16,42.7378,29.8647
2018-05-26,17,44.367,26.3861
2018-05-26,18,42.0808,26.0153
2018-05-26,19,38.8258,24.1926
2018-05-26,20,32.7131,22.3249
2018-05-26,21,28.5595,24.8793
2018-05-26,22,24.0012,24.9898
2018-05-26,23,19.7022,21.1113
2018-05-26,24,18.0255,9.3316
2018-05-27,1,14.9481,5.0415
2018-05-27,2,12.9721,13.0118
2018-05-27,3,12.8953,9.4997
2018-05-27,4,13.3469,9.913
2018-05-27,5,14.2483,9.4943
2018-05-27,6,15.5521,16.4615
2018-05-27,7,17.7359,18.6087
2018-05-27,8,20.9321,20.9133
2018-05-27,9,23.6622,23.2743
2018-05-27,10,25.5801,45.5413
2018-05-27,11,27.3849,49.679
2018-05-27,12,31.2932,142.5038
2018-05-27,13,35.0943,49.5542
2018-05-27,14,38.09,40.0454
2018-05-27,15,44.5311,31.8939
2018-05-27,16,48.1929,32.9105
2018-05-27,17,49.2649,29.0048
2018-05-27,18,49.2745,25.7187
2018-05-27,19,42.0092,24.6852
2018-05-27,20,34.9592,25.4007
2018-05-27,21,31.4841,31.9574
2018-05-27,22,26.9981,30.6174
2018-05-27,23,21.3206,25.1008
2018-05-27,24,18.8603,21.615
2018-05-28,1,18.042,18.7924
2018-05-28,2,16.9246,18.9738
2018-05-28,3,15.95,18.1552
2018-05-28,4,15.9693,17.229
2018-05-28,5,16.6953,17.5133
2018-05-28,6,18.561,18.2939
2018-05-28,7,20.1395,18.7848
2018-05-28,8,22.6766,19.7129
2018-05-28,9,25.9235,23.4576
2018-05-28,10,26.935,22.7869
2018-05-28,11,29.3764,25.2143
2018-05-28,12,35.789,29.7576
2018-05-28,13,38.996,104.3614
2018-05-28,14,45.2763,36.4432
2018-05-28,15,53.3985,454.968
2018-05-28,16,60.2465,31.6748
2018-05-28,17,61.8638,38.2885
2018-05-28,18,57.9007,38.8515
2018-05-28,19,49.0608,35.6774
2018-05-28,20,40.793,43.4857
2018-05-28,21,36.0436,30.7061
2018-05-28,22,28.5252,28.947
2018-05-28,23,22.9284,21.1841
2018-05-28,24,18.9218,19.3007
2018-05-29,1,18.3561,16.8524
2018-05-29,2,17.2347,16.2673
2018-05-29,3,16.5913,15.7173
2018-05-29,4,16.1855,16.3407
2018-05-29,5,16.9133,17.2263
2018-05-29,6,18.8757,19.9422
2018-05-29,7,19.7057,19.8051
2018-05-29,8,22.3937,18.9345
2018-05-29,9,25.6018,22.1854
2018-05-29,10,28.9634,23.3965
2018-05-29,11,34.7644,27.1752
2018-05-29,12,41.293,31.0147
2018-05-29,13,43.4132,36.7664
2018-05-29,14,51.8893,50.6923
2018-05-29,15,62.2115,66.2722
2018-05-29,16,70.7266,84.8655
2018-05-29,17,73.0253,136.7893
2018-05-29,18,68.4933,44.131
2018-05-29,19,53.6376,82.5704
2018-05-29,20,40.0061,37.4565
2018-05-29,21,35.9099,31.1118
2018-05-29,22,30.627,27.2634
2018-05-29,23,23.5426,22.9466
2018-05-29,24,19.2705,16.8865
2018-05-30,1,17.8391,16.4
2018-05-30,2,15.8077,10.4037
2018-05-30,3,14.6844,11.4315
2018-05-30,4,13.6543,12.715
2018-05-30,5,14.4213,13.5675
2018-05-30,6,16.5816,14.735
2018-05-30,7,18.5085,15.8037
2018-05-30,8,20.806,19.7107
2018-05-30,9,24.9683,24.708
2018-05-30,10,26.2065,24.1862
2018-05-30,11,30.2387,25.6198
2018-05-30,12,35.3851,25.7012
2018-05-30,13,39.3379,32.9342
2018-05-30,14,43.8943,38.7751
2018-05-30,15,47.5011,32.2566
2018-05-30,16,46.3781,30.1932
2018-05-30,17,44.1886,29.4988
2018-05-30,18,40.7758,28.3522
2018-05-30,19,36.223,24.4652
2018-05-30,20,31.2869,22.373
2018-05-30,21,27.3981,23.5289
2018-05-30,22,25.0293,21.1252
2018-05-30,23,19.025,16.7487
2018-05-30,24,17.2087,13.452
2018-05-31,1,16.682,16.0661
2018-05-31,2,15.2552,17.7855
2018-05-31,3,14.0957,15.9867
2018-05-31,4,13.4861,16.3376
2018-05-31,5,12.2399,13.143
2018-05-31,6,13.685,14.0655
2018-05-31,7,14.6167,15.7574
2018-05-31,8,15.4531,17.3156
2018-05-31,9,18.2324,17.1558
2018-05-31,10,19.6754,17.4191
2018-05-31,11,21.4203,22.1292
2018-05-31,12,24.6332,19.5344
2018-05-31,13,25.7742,22.7442
2018-05-31,14,28.9484,33.0258
2018-05-31,15,32.4695,36.1149
2018-05-31,16,33.4078,30.7155
2018-05-31,17,34.2346,30.0389
2018-05-31,18,32.1961,24.6215
2018-05-31,19,29.5732,22.4587
2018-05-31,20,25.2335,21.3385
2018-05-31,21,22.9753,20.7342
2018-05-31,22,21.9368,20.5164
2018-05-31,23,20.049,20.1001
2018-05-31,24,18.4198,17.7915
2018-06-01,1,17.4923,17.0692
2018-06-01,2,16.4247,16.7295
2018-06-01,3,15.7897,16.5502
2018-06-01,4,15.4561,16.4288
2018-06-01,5,15.963,16.0964
2018-06-01,6,16.2903,16.1724
2018-06-01,7,16.3046,15.6109
2018-06-01,8,18.2202,17.6563
2018-06-01,9,20.315,20.4875
2018-06-01,10,20.8596,18.4741
2018-06-01,11,21.874,18.4873
2018-06-01,12,23.6051,19.1307
2018-06-01,13,26.3472,21.7403
2018-06-01,14,29.0032,22.3642
2018-06-01,15,33.496,40.6045
2018-06-01,16,35.0084,42.5824
2018-06-01,17,37.1179,147.8049
2018-06-01,18,34.2037,252.4577
2018-06-01,19,31.2261,25.006
2018-06-01,20,27.0292,24.5303
2018-06-01,21,24.9549,23.3159
2018-06-01,22,22.7747,23.9956
2018-06-01,23,19.8423,20.2807
2018-06-01,24,17.8491,3.4947
2018-06-02,1,15.8107,11.3158
2018-06-02,2,15.0036,14.0518
2018-06-02,3,14.6542,13.1947
2018-06-02,4,14.3538,13.4794
2018-06-02,5,14.9531,15.8554
2018-06-02,6,16.3572,16.8177
2018-06-02,7,17.8111,17.8101
2018-06-02,8,19.1486,18.3946
2018-06-02,9,20.7343,18.2527
2018-06-02,10,21.3083,17.068
2018-06-02,11,21.8945,16.8711
2018-06-02,12,22.8132,18.0533
2018-06-02,13,25.5274,19.6096
2018-06-02,14,27.2636,20.7013
2018-06-02,15,29.0771,21.3896
2018-06-02,16,29.9173,23.9621
2018-06-02,17,32.2218,22.974
2018-06-02,18,33.1985,24.0658
2018-06-02,19,28.9299,22.1316
2018-06-02,20,25.4767,21.2725
2018-06-02,21,23.7187,20.4818
2018-06-02,22,21.6232,17.1306
2018-06-02,23,19.1131,15.6981
2018-06-02,24,15.9127,12.0925
2018-06-03,1,16.5431,14.2289
2018-06-03,2,16.2236,11.445
2018-06-03,3,15.8858,13.815
2018-06-03,4,16.2067,11.5925
2018-06-03,5,16.8871,12.8995
2018-06-03,6,18.0153,14.1812
2018-06-03,7,20.0018,7.2901
2018-06-03,8,21.3707,17.3383
2018-06-03,9,24.8809,20.3029
2018-06-03,10,26.9873,21.6872
2018-06-03,11,29.7818,25.9619
2018-06-03,12,34.4664,28.3214
2018-06-03,13,37.2529,29.3194
2018-06-03,14,41.6695,31.7279
2018-06-03,15,48.7334,73.9025
2018-06-03,16,49.8379,72.8345
2018-06-03,17,50.2508,30.7743
2018-06-03,18,46.4332,29.9605
2018-06-03,19,37.1764,28.6034
2018-06-03,20,33.7329,26.4242
2018-06-03,21,28.522,23.5741
2018-06-03,22,24.6016,20.2532
2018-06-03,23,20.0855,17.8481
2018-06-03,24,16.7333,15.703
2018-06-04,1,15.8641,15.2247
2018-06-04,2,15.1834,11.1514
2018-06-04,3,14.405,12.8478
2018-06-04,4,14.805,14.0858
2018-06-04,5,15.5408,16.2222
2018-06-04,6,17.0193,19.3027
2018-06-04,7,18.2185,18.1989
2018-06-04,8,21.2127,21.6032
2018-06-04,9,23.1261,27.7521
2018-06-04,10,25.6549,53.8897
2018-06-04,11,28.445,31.7528
2018-06-04,12,31.3898,27.9603
2018-06-04,13,36.0211,30.7219
2018-06-04,14,41.7433,31.5715
2018-06-04,15,46.5248,31.0986
2018-06-04,16,49.2264,30.2578
2018-06-04,17,47.2513,30.6124
2018-06-04,18,42.1857,28.7819
2018-06-04,19,39.1919,27.8617
2018-06-04,20,33.2502,42.0985
2018-06-04,21,28.7062,27.4302
2018-06-04,22,25.9983,23.5498
2018-06-04,23,20.9399,20.3052
2018-06-04,24,17.6027,12.6959
2018-06-05,1,15.2957,14.5354
2018-06-05,2,14.0327,16.6105
2018-06-05,3,12.9563,9.2962
2018-06-05,4,12.1791,11.0951
2018-06-05,5,13.6197,12.4394
2018-06-05,6,15.0214,13.4332
2018-06-05,7,16.4671,14.659
2018-06-05,8,20.3086,16.3339
2018-06-05,9,21.5208,19.0783
2018-06-05,10,22.8419,19.5011
2018-06-05,11,26.2975,17.6616
2018-06-05,12,28.8337,17.1833
2018-06-05,13,33.1783,26.8865
2018-06-05,14,39.7467,18.2366
2018-06-05,15,45.6627,22.5719
2018-06-05,16,45.7562,24.4261
2018-06-05,17,43.6378,44.8817
2018-06-05,18,37.7991,70.6643
2018-06-05,19,32.8733,32.651
2018-06-05,20,29.1228,23.8066
2018-06-05,21,25.8242,20.1862
2018-06-05,22,23.144,20.4323
2018-06-05,23,19.6079,19.4931
2018-06-05,24,17.0399,18.3847
2018-06-06,1,13.7097,18.8731
2018-06-06,2,11.0857,15.5798
2018-06-06,3,7.4725,15.9127
2018-06-06,4,7.9334,15.989
2018-06-06,5,13.2724,15.6858
2018-06-06,6,15.4697,15.1258
2018-06-06,7,16.4033,18.8958
2018-06-06,8,19.0579,19.9051
2018-06-06,9,21.8799,23.5859
2018-06-06,10,21.908,25.8858
2018-06-06,11,24.7701,37.9896
2018-06-06,12,28.424,25.3354
2018-06-06,13,32.1778,29.2005
2018-06-06,14,35.5162,98.9372
2018-06-06,15,38.937,33.9261
2018-06-06,16,42.1506,37.5008
2018-06-06,17,40.4996,33.7371
2018-06-06,18,37.4023,32.7548
2018-06-06,19,31.6778,30.4443
2018-06-06,20,28.5395,34.6791
2018-06-06,21,25.1787,57.171
2018-06-06,22,22.5479,22.1217
2018-06-06,23,20.465,20.4566
2018-06-06,24,16.1058,15.7013
2018-06-07,1,17.2042,11.4789
2018-06-07,2,15.047,12.9899
2018-06-07,3,15.1493,10.5365
2018-06-07,4,14.3473,7.6364
2018-06-07,5,13.9683,6.1108
2018-06-07,6,15.229,13.7852
2018-06-07,7,14.6543,15.8569
2018-06-07,8,18.3722,22.4103
2018-06-07,9,21.1537,24.555
2018-06-07,10,22.1602,19.8138
2018-06-07,11,24.0437,21.6787
2018-06-07,12,27.1491,24.2665
2018-06-07,13,29.9486,25.4334
2018-06-07,14,32.8124,26.1816
2018-06-07,15,35.024,28.6451
2018-06-07,16,35.2988,27.8649
2018-06-07,17,38.4588,28.7063
2018-06-07,18,37.8113,28.688
2018-06-07,19,30.2228,26.0406
2018-06-07,20,27.3918,24.7638
2018-06-07,21,24.9333,22.231
2018-06-07,22,22.5424,22.2058
2018-06-07,23,19.7352,18.2247
2018-06-07,24,17.1126,15.3418
2018-06-08,1,16.0335,14.5449
2018-06-08,2,14.3743,10.1635
2018-06-08,3,14.3907,6.2138
2018-06-08,4,13.3691,4.6327
2018-06-08,5,11.4993,2.0814
2018-06-08,6,12.345,-0.5297
2018-06-08,7,10.9178,-3.8106
2018-06-08,8,16.4541,16.9994
2018-06-08,9,19.6181,17.5346
2018-06-08,10,22.5896,20.2696
2018-06-08,11,24.0313,25.4473
2018-06-08,12,27.1362,26.8094
2018-06-08,13,31.4847,27.1778
2018-06-08,14,35.4421,29.9024
2018-06-08,15,40.6005,31.0072
2018-06-08,16,44.8276,29.4098
2018-06-08,17,45.5112,30.9198
2018-06-08,18,44.0857,31.2071
2018-06-08,19,34.3572,29.8979
2018-06-08,20,31.7086,25.947
2018-06-08,21,29.1644,37.7571
2018-06-08,22,26.6689,25.6932
2018-06-08,23,20.5643,30.5283
2018-06-08,24,17.2443,21.891
2018-06-09,1,14.4654,16.7968
2018-06-09,2,14.5489,12.9348
2018-06-09,3,12.1247,14.2684
2018-06-09,4,11.3903,13.6619
2018-06-09,5,11.8052,14.9162
2018-06-09,6,15.3558,15.1925
2018-06-09,7,17.898,14.0685
2018-06-09,8,20.0406,19.4475
2018-06-09,9,22.1477,22.5449
2018-06-09,10,23.9604,28.6382
2018-06-09,11,27.6096,25.3719
2018-06-09,12,32.6791,26.3449
2018-06-09,13,35.4528,33.6264
2018-06-09,14,38.1336,33.0975
2018-06-09,15,44.6085,31.2241
2018-06-09,16,48.5742,75.4866
2018-06-09,17,52.7712,75.0245
2018-06-09,18,47.7153,42.1275
2018-06-09,19,43.4745,38.7199
2018-06-09,20,37.079,38.9795
2018-06-09,21,32.967,47.9732
2018-06-09,22,29.8022,32.6163
2018-06-09,23,26.5456,31.8849
2018-06-09,24,22.4394,20.6563
2018-06-10,1,19.4909,20.1898
2018-06-10,2,18.6096,18.5919
2018-06-10,3,17.8078,17.0881
2018-06-10,4,17.7392,17.918
2018-06-10,5,18.136,17.8634
2018-06-10,6,19.624,18.7542
2018-06-10,7,20.5071,19.2549
2018-06-10,8,23.0079,19.2714
2018-06-10,9,26.0867,19.4172
2018-06-10,10,28.8827,19.3675
2018-06-10,11,32.0079,20.0187
2018-06-10,12,36.0266,19.4998
2018-06-10,13,42.5975,19.6759
2018-06-10,14,47.6829,23.0895
2018-06-10,15,58.1257,21.231
2018-06-10,16,65.2312,25.2485
2018-06-10,17,65.4634,30.2245
2018-06-10,18,52.266,28.9373
2018-06-10,19,41.8196,28.6977
2018-06-10,20,36.7767,26.0483
2018-06-10,21,32.7905,27.008
2018-06-10,22,28.7346,27.7193
2018-06-10,23,23.7683,21.9969
2018-06-10,24,20.0088,20.6661
2018-06-11,1,18.8134,22.2617
2018-06-11,2,17.7185,24.2688
2018-06-11,3,17.0773,17.4997
2018-06-11,4,17.0124,15.6082
2018-06-11,5,17.3037,19.5444
2018-06-11,6,18.9202,18.8259
2018-06-11,7,20.8843,18.5685
2018-06-11,8,22.9823,25.9662
2018-06-11,9,26.0346,23.5052
2018-06-11,10,27.4595,30.4159
2018-06-11,11,29.3538,47.2586
2018-06-11,12,31.9356,312.4817
2018-06-11,13,35.2591,83.8451
2018-06-11,14,38.5238,50.6483
2018-06-11,15,42.0882,122.9951
2018-06-11,16,39.3821,34.4206
2018-06-11,17,38.3038,31.3923
2018-06-11,18,35.8239,29.6803
2018-06-11,19,31.7865,36.2547
2018-06-11,20,30.5806,32.2864
2018-06-11,21,27.9112,36.9925
2018-06-11,22,24.669,26.7768
2018-06-11,23,20.1092,21.7486
2018-06-11,24,16.5882,23.8018
2018-06-12,1,16.777,21.1904
2018-06-12,2,14.7659,12.3474
2018-06-12,3,13.3622,11.3086
2018-06-12,4,11.9827,11.9856
2018-06-12,5,13.0559,9.017
2018-06-12,6,15.748,10.2125
2018-06-12,7,17.4466,12.5894
2018-06-12,8,20.2435,18.6144
2018-06-12,9,22.0022,19.5222
2018-06-12,10,22.7499,22.8821
2018-06-12,11,25.4622,79.6722
2018-06-12,12,29.4094,36.2931
2018-06-12,13,35.3337,39.71
2018-06-12,14,40.526,52.098
2018-06-12,15,43.9168,69.8452
2018-06-12,16,47.2885,71.9967
2018-06-12,17,46.8571,75.8735
2018-06-12,18,45.0534,55.6479
2018-06-12,19,35.6296,80.3079
2018-06-12,20,33.0797,35.2085
2018-06-12,21,29.8779,27.7315
2018-06-12,22,26.0799,24.9494
2018-06-12,23,21.0629,25.8645
2018-06-12,24,17.922,14.7438
2018-06-13,1,16.2753,17.021
2018-06-13,2,14.4442,14.0066
2018-06-13,3,12.6311,9.2183
2018-06-13,4,12.4479,10.3917
2018-06-13,5,11.2055,9.2562
2018-06-13,6,14.3192,14.5
2018-06-13,7,16.8985,14.6845
2018-06-13,8,19.1622,20.7749
2018-06-13,9,21.521,19.5981
2018-06-13,10,23.5991,20.0622
2018-06-13,11,28.3683,27.9511
2018-06-13,12,35.8614,25.7358
2018-06-13,13,37.0624,30.5533
2018-06-13,14,39.12,35.0647
2018-06-13,15,41.3179,33.4692
2018-06-13,16,45.0541,41.4429
2018-06-13,17,44.8164,40.6403
2018-06-13,18,41.6899,33.6955
2018-06-13,19,35.7153,36.9353
2018-06-13,20,32.5444,28.2049
2018-06-13,21,29.4337,25.5123
2018-06-13,22,25.5049,25.8275
2018-06-13,23,21.6207,23.5221
2018-06-13,24,17.4368,22.5878
2018-06-14,1,17.4643,16.4401
2018-06-14,2,15.128,15.0311
2018-06-14,3,14.3903,13.7957
2018-06-14,4,12.8665,13.166
2018-06-14,5,12.2949,13.4236
2018-06-14,6,13.1032,11.7851
2018-06-14,7,14.3713,13.3964
2018-06-14,8,17.2597,20.019
2018-06-14,9,20.1404,16.5792
2018-06-14,10,20.4648,18.0262
2018-06-14,11,23.9863,21.3987
2018-06-14,12,30.4296,30.5957
2018-06-14,13,34.4784,26.2194
2018-06-14,14,36.3901,26.4844
2018-06-14,15,40.2713,28.8161
2018-06-14,16,40.3653,28.1491
2018-06-14,17,41.2941,29.2465
2018-06-14,18,41.313,31.9744
2018-06-14,19,35.3252,35.3681
2018-06-14,20,32.1244,25.8453
2018-06-14,21,28.465,24.1892
2018-06-14,22,24.3402,27.7362
2018-06-14,23,20.2251,20.7159
2018-06-14,24,16.7821,32.9418
2018-06-23,1,17.4597,3.3177
2018-06-23,2,16.1595,3.4177
2018-06-23,3,15.6876,4.1188
2018-06-23,4,15.1893,11.2497
2018-06-23,5,15.5711,17.1571
2018-06-23,6,17.4428,16.1812
2018-06-23,7,18.6728,17.2571
2018-06-23,8,20.4883,20.2644
2018-06-23,9,23.0273,19.6882
2018-06-23,10,23.9532,18.4592
2018-06-23,11,25.6719,17.5084
2018-06-23,12,29.0456,19.9467
2018-06-23,13,33.6413,20.5998
2018-06-23,14,36.0881,20.8036
2018-06-23,15,37.9804,30.1403
2018-06-23,16,40.8419,23.2016
2018-06-23,17,42.3427,23.8268
2018-06-23,18,40.8503,26.1666
2018-06-23,19,37.6154,30.3763
2018-06-23,20,32.5206,25.9874
2018-06-23,21,28.1631,26.919
2018-06-23,22,25.3224,21.2187
2018-06-23,23,22.7775,17.7616
2018-06-23,24,19.1472,14.0273
2018-06-24,1,17.2921,10.4559
2018-06-24,2,15.637,5.4477
2018-06-24,3,15.0168,8.3309
2018-06-24,4,14.4411,-11.459
2018-06-24,5,14.5814,9.7569
2018-06-24,6,15.509,5.2417
2018-06-24,7,16.1885,13.1954
2018-06-24,8,17.9007,15.2915
2018-06-24,9,19.9314,17.1221
2018-06-24,10,21.1177,15.219
2018-06-24,11,24.1027,19.9867
2018-06-24,12,26.9798,21.0102
2018-06-24,13,32.1556,22.0303
2018-06-24,14,35.7916,23.7746
2018-06-24,15,39.2672,28.1823
2018-06-24,16,43.8991,30.8937
2018-06-24,17,44.3546,30.3692
2018-06-24,18,45.4834,29.2885
2018-06-24,19,37.3026,23.9333
2018-06-24,20,34.2484,24.4318
2018-06-24,21,29.8257,21.0517
2018-06-24,22,25.38,19.5942
2018-06-24,23,21.6125,22.1493
2018-06-24,24,17.8255,16.732
2018-06-25,1,16.3768,14.8555
2018-06-25,2,14.7271,13.6657
2018-06-25,3,13.9897,9.3239
2018-06-25,4,13.5017,2.0658
2018-06-25,5,14.1232,8.4225
2018-06-25,6,16.0875,12.7963
2018-06-25,7,17.561,14.5709
2018-06-25,8,19.0983,16.4683
2018-06-25,9,21.9548,19.2369
2018-06-25,10,24.5353,21.2667
2018-06-25,11,29.9469,21.9748
2018-06-25,12,34.0578,24.8213
2018-06-25,13,41.7226,36.8697
2018-06-25,14,45.5961,29.7389
2018-06-25,15,50.4916,38.1578
2018-06-25,16,54.4558,50.7877
2018-06-25,17,55.7861,68.4376
2018-06-25,18,48.6997,53.048
2018-06-25,19,44.0467,66.9774
2018-06-25,20,36.3243,58.5018
2018-06-25,21,29.166,32.92
2018-06-25,22,25.7093,52.878
2018-06-25,23,21.5122,21.8142
2018-06-25,24,17.3787,17.0598
2018-06-26,1,16.4292,16.2205
2018-06-26,2,14.6425,14.8792
2018-06-26,3,15.0916,13.9761
2018-06-26,4,13.6416,12.8662
2018-06-26,5,14.0264,13.9891
2018-06-26,6,15.2165,15.9634
2018-06-26,7,17.1616,15.8122
2018-06-26,8,20.021,19.9719
2018-06-26,9,22.2116,23.5585
2018-06-26,10,26.3248,28.781
2018-06-26,11,30.1951,26.5224
2018-06-26,12,33.3267,43.9684
2018-06-26,13,44.2328,45.1566
2018-06-26,14,49.382,51.8722
2018-06-26,15,46.8619,58.4236
2018-06-26,16,54.8925,51.5708
2018-06-26,17,53.3798,46.7149
2018-06-26,18,48.045,35.7536
2018-06-26,19,40.4422,52.4072
2018-06-26,20,39.7712,42.6566
2018-06-26,21,35.381,23.4459
2018-06-26,22,31.047,21.1031
2018-06-26,23,21.6885,18.8035
2018-06-26,24,17.8484,15.2053
2018-06-27,1,16.8361,13.7772
